experiment,model,initialization,strategy,trainable_params,epochs,batch_size,learning_rate,weight_decay,best_epoch,best_val_accuracy,best_val_loss,test_accuracy,test_loss
E1,ResNet-50,ImageNet,Feature Extraction,75813,30,16,0.001,0.0001,16,0.9375,0.22668437198128388,0.9114200054510766,0.2922349546483392
