experiment,model,initialization,trainable_params,epochs,batch_size,learning_rate,weight_decay,best_epoch,best_val_accuracy,best_val_loss,test_accuracy,test_loss,strategy
E2,ResNet-50,ImageNet,15040549,30,16,0.001,0.0001,21,0.9470108695652174,0.21419533523072934,0.9119651131098392,0.3667842483690005,Layer4 + FC Fine-Tuning
